"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","attackdecade","date","DOM_I"
"11",197006190004,1970,"June",19,"",0,"",217,"United States",1,"North America","California","San Francisco",37.770822,-122.43445,1,0,"643 Waller Street","6/19/1970: Police Officer Richard Radetich was shot and killed by an unknown perpetrator in San Francisco, California, United States.  While writing a ticket, a gunman pulled up to Officer Radetich in his car and shot him three times with a revolver.  The perpetrator immediately drove away.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","San Francisco Police Department","San Francisco police officer",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Nationalists","","","","","","To kill police",0,NA,NA,0,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",".38 caliber revolver",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Police originally arrested Joe Allen Johnson for the murder but released him due to lack of evidence.  The Zodiac killer is also believed to claim credit for this attack, but the authorities did not believe this was credible.  In 1970, there were two other police officers murdered by suspected Black Nationalists in Northern California while they were making traffic stops (197008060004 and 197008200003).","Jim Herron Zamora, ""1967-71: a Bloody Period For S.F. Police,"" San Francisco Chronicle, January 27, 2001.","""Chicago, Coast Policemen Shot,""  Baltimore Sun, June 20, 1970.","""Young Policeman Slain In Berkeley,"" New York Times, August 21, 1970.","Hewitt Project",-9,-9,0,-9,"","1970","June, 19, 1970","Left-Wing"
"12",197006300001,1970,"June",30,"",0,"",217,"United States",1,"North America","New Jersey","Plainfield",40.617623,-74.417061,1,0,"West End District","6/30/1970: Two policemen, Robert M. Perry and Robert G. Beck, were shot by snipers in Plainfield, New Jersey, United States after responding to a fire at a vacant shop.  Officer Perry would eventually die from his injuries.  City officials believed that radical African Americans intentionally set the fire to lure the policemen into the area.  Firefighters fighting the blaze were also shot at.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",7,"Facility/Infrastructure Attack",NA,"",3,"Police",25,"Police Security Forces/Officers","Police and firefighters of Plainfield New Jersey","Police and firefighters at the scene of a fire in the African American part of town in Plainfield New Jersey",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Nationalists","","","","","","To spark community wide turmoil",1,NA,NA,0,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"","Sniper fire; Arson",1,1,0,1,1,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This attack took place during heightened racial tensions in Plainfield New Jersey.  Over a year later, Police Officer Frank Buczek was killed two blocks away (197109180002).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Francis X. Clines, ""2 Plainfield Police Shot at Fire Scene,"" New York Times, July 1, 1970.","Emanuel Perlmutter, ""Policemen Wounded In Jersey Disorder Dies After Surgery,"" New York Times, July 2, 1970.","Hewitt Project",-9,-9,0,-9,"","1970","June, 30, 1970","Left-Wing"
"13",197007020006,1970,"July",2,"",0,"",217,"United States",1,"North America","California","Compton",33.895285,-118.224329,1,0,"One hundred feet from police station","7/2/1970: Tommy L. Harper, an African American, was killed when a bomb that he was carrying prematurely exploded when he was one hundred feet away from the Compton Police Station in California, United States.  It is suspected that he was attempting to bomb the police station.  Windows were shattered at a building and automobile that were in the vicinity of the explosion.",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",3,"Police",22,"Police Building (headquarters, station, school)","Compton Police Department","Compton Police Station",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Nationalists","","","","","","",0,NA,NA,0,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",14,"Time Fuse",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A makeshift bomb connected to a clock device",1,1,1,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows of an automobile in the area and the windows of an adjacent building were shattered",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Carrier of Bomb Blown To Pieces in California,"" Washington Post, July 3, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Hewitt Project",-9,-9,0,-9,"","1970","July, 2, 1970","Left-Wing"
"14",197007110002,1970,"July",11,"",0,"",217,"United States",1,"North America","Massachusetts","New Bedford",41.637675,-70.930869,1,0,"Around Kempton Street","7/11/1970: Unknown White perpetrators fired shotgun blasts indiscriminately into a crowd of African American youths in New Bedford, Massachusetts, United States.  Lester Lima was killed and Kim Holland, Randall Robinson, and Gordon Ribiro were wounded.  This attack sparked widespread rioting by the African American community of New Bedford.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","African Americans","African Americans in New Bedford Massachusetts",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Intimidate the African American community of New Bedford Massachusetts.",0,NA,NA,0,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Shotgun blasts were fired in rapid succession.",1,1,0,3,3,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This attack greatly increased the racial strife of the already violent conflict between the White and Black communities of New Bedford.  The mayor of New Bedford instituted a curfew in response to the riots that spread of control as a result to this attack.  Three Whites, Ralph Brown, Gary DesLauriers, and George Rose, were arrested and charged for the crime but were eventually acquitted.","Bill Kovach, ""New Bedford Gets Curfew To Ease Racial Tensions,"" New York Times, July 13, 1970.","""New Bedford Negro Killed; 3 Are Held,"" New York Times, July 12, 1970.","""3 Youths Acquitted in Death of Negro in New Bedford,"" New York Times, May 19, 1971.","Hewitt Project",-9,-9,0,-9,"","1970","July, 11, 1970","Right-Wing"
"15",197007170001,1970,"July",17,"",0,"",217,"United States",1,"North America","Illinois","Chicago",41.903965,-87.638367,1,0,"1150-1160 North Sedgwick Street","7/17/1970: Chicago police officers Tony Rizzato and James Severin were killed by snipers while patrolling an open area at the Mother Cabrini Homes project in Chicago, Illinois, United States.  Two African Americans, Johnnie Veal and George Knights, were convicted of the murders.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",23,"Police Patrol (including vehicles and convoys)","Chicago Police Department","Chicago Police Officers patrolling the Mother Cabrini Homes project",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Nationalists","","","","","","To kill police",0,NA,NA,0,2,2,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Two 30-30 rifles",2,2,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows shattered at surrounding buildings",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This was one of many sniping attacks against police in the Mother Cabrini Homes project.  The shots were fired from the sixth floor of an apartment building.  The perpetrators shot at the police as they attempted to tend to officers Severin and Rizzato.","""Chicago Sniping Kills 2 Policemen,"" New York Times, July 18, 1970.","""3 Youths Charged in Sniper Killings,"" Washington Post, July 19, 1970.","""2 Convicted of Chicago Sniping,"" Milwaukee Journal, August 26, 1971.","Hewitt Project",-9,-9,0,-9,"","1970","July, 17, 1970","Left-Wing"
"16",197007260001,1970,"July",26,"",0,"",217,"United States",1,"North America","Missouri","St. Louis",38.62774,-90.199514,1,0,"","",1,1,1,-9,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",1,"Business",7,"Retail/Grocery/Bakery","Continental Telephone Co.","President, Phillip Lucier",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Car bomb",1,1,NA,0,0,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"","1970","July, 26, 1970","Unknown"
"17",197008060004,1970,"August",6,"",0,"",217,"United States",1,"North America","California","San Jose",37.338475,-121.885794,1,0,"Intersection of Santa Clara Street and 11th Street","8/6/1970: Police Officer Richard Huerta was shot dead by Emile Thompson, a Black nationalist, while he was sitting in his car writing out a traffic ticket in San Jose, California, United Station.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","San Jose Police Department","San Jose police officer",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Nationalists","","","","","","To kill police",0,NA,NA,0,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Six shots fired",1,1,0,0,0,0,0,NA,"",NA,"Four shots hit officer Huerta",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Emile Thompson claimed that he carried out the attack to get back at the 'pigs' who had harassed him, noting that Officer Huerta represented all 'pigs.'  In 1970, there were two other police officers murdered by suspected Black Nationalists in the Northern California area while they were making traffic stops (197008200003 and 197006190004).","Betty Barnacle, ""Chief Opposes Parole for Cop Killer,"" Mercury News, June 4, 1995.","""Young Policeman Slain In Berkeley,"" New York Times, August 21, 1970.","""SJPD Fallen Officers: Officer Richard E. Huerta,"" San Jose Police Department, 2010. <http://www.sjpd.org/InsideSJPD/Fallen/Huerta.html>","Hewitt Project",-9,-9,0,-9,"","1970","August, 6, 1970","Left-Wing"
"18",197008070003,1970,"August",7,"",0,"",217,"United States",1,"North America","California","San Rafael",37.97457,-122.532474,1,0,"","",1,1,1,0,NA,"",0,1,0,6,"Hostage Taking (Kidnapping)",NA,"",NA,"",2,"Government (General)",14,"Judge/Attorney/Court","","County Courthouse",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Jonathan Jackson Brigade","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"","Shotgun; Pistols",4,4,NA,2,2,NA,1,3,"Minor (likely < $1 million)",1000,"",1,2,0,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","August, 7, 1970","Unknown"
"19",197008150001,1970,"August",15,"",0,"",217,"United States",1,"North America","Mississippi","West Point",33.60651,-88.650419,1,0,"Parking lot of a West Point grocery store","8/15/1970: John Thomas was shot to death in his car in West Point, Mississippi, United States.  Thomas was a civil rights activist who previously led the campaign of a Black mayoral candidate.  The shooter, Seth Stanley, a White male, was found not guilty by means of self defense by an all-White jury.",1,1,1,1,2,"Other Crime Type",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",68,"Named Civilian","","John Thomas",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","",0,NA,NA,0,-99,0,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"John Thomas was one of the accused perpetrators of 197001250001.  Seth Stanley was acquitted based on a successful argument of self defense, but it is important to note that John Thomas was shot as he was sitting in his truck.  A Black boycott of White-owned businesses in West Point was initiated as a result of this incident.","""Mississippi White Cleared in Killing,"" New York Times, October 12, 1971.","""Kin of NAACP Lobbyist Mitchell Wins Balto Primary Recount,"" New Pittsburgh Courier, October 10, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","Hewitt Project",-9,-9,0,-9,"","1970","August, 15, 1970","Right-Wing"
"20",197008170001,1970,"August",17,"",0,"",217,"United States",1,"North America","Nebraska","Omaha",41.260675,-95.940469,1,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",76,"House/Apartment/Residence","","House",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Panthers","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",1,NA,NA,7,NA,NA,1,3,"Minor (likely < $1 million)",2000,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","August, 17, 1970","Left-Wing"
"21",197008200003,1970,"August",20,"",0,"",217,"United States",1,"North America","California","Berkeley",37.869885,-122.270539,1,0,"Intersection of Union Street and Jefferson Street","8/20/1970: Police Officer Ronald T. Tsukamoto was shot and killed by an unknown perpetrator in Berkeley, California, United States.  While writing a ticket for a motorcyclist, a man walked up to Officer Tsukamoto and shot him  twice with a revolver.  The perpetrator immediately jumped in a car driven by an African American male and sped away.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Berkeley Police Department","Berkeley police officer",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Nationalists","","","","","","To kill police",0,NA,NA,0,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Revolver",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"In 2005, police arrested Styles Frederick Price and Don Juan Warren Graphenreed, believing that Price carried out the murder and Graphenreed drove the getaway car.  However, the District Attorney of Alameda County declined to charge the suspects.  In 1970, there were two other police officers murdered by suspected Black Nationalists in the Northern California area while they were making traffic stops (197008060004 and 197006190004).","""Young Policeman Slain In Berkeley,"" New York Times, August 21, 1970.","Dorothy Vriend, ""D.A. Declines To Charge Suspects In '70 Slaying,"" Contra Costa Times, August 19, 1970.","""Officer Slain Writing Ticket,"" St. Petersburg, August 21, 1970.","Hewitt Project",-9,-9,0,-9,"","1970","August, 20, 1970","Left-Wing"
"22",197008240001,1970,"August",24,"",0,"",217,"United States",1,"North America","Wisconsin","Madison",43.07295,-89.386694,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost","","Army Mathematical Research Center",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","New Year's Gang","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",1,NA,NA,4,NA,NA,1,2,"Major (likely > $1 million but < $1 billion)",1500000,"Damages: explosion, damaged facility, estimated at $1.5 million (Army Mathmatical Research Center)",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","August, 24, 1970","Single Issue"
"23",197009180002,1970,"September",18,"",0,"",217,"United States",1,"North America","Ohio","Toledo",41.65381,-83.536259,1,0,"Dorr Street","9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Toledo Police Department","Toledo Police officer stationed outside of the Black Panther Party Headquarters",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Panthers","","","","","","To kill police",1,NA,NA,0,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Silver handgun fired three times",1,1,0,1,1,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Following the attack there was a gunfight between the Toledo Police and Black Panthers.  The Police raided the headquarters of the Black Panther party an hour after the incident which directly led to the demise of the BPP within Toledo.  John McClellan was accused of carrying out the attack, but after three trials, two of which resulted in hung juries, he was acquitted.","Agis Salpukas, ""A Toledo Policeman Is Shot Dead in Patrol Car,"" New York Times, September 19, 1970.","Joshua Boak, ""After 36 Years, Slain Officer's Daughter Feels Loss,"" Toledo Blade, February 22, 2007.","""Bloody Chapters Added To Panther Saga,"" Afro-American, September 26, 1970.","Hewitt Project",0,0,0,0,"","1970","September, 18, 1970","Left-Wing"
"24",197009230001,1970,"September",23,"",0,"",217,"United States",1,"North America","Massachusetts","Brighton",42.350097,-71.156442,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Brighton Police","Policeman",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Weather Underground, Weathermen","","","","","","",0,NA,NA,0,5,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pistols",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","September, 23, 1970","Left-Wing"
"25",197010240001,1970,"October",24,"",0,"",217,"United States",1,"North America","Michigan","Detroit",42.331685,-83.047924,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Detroit Police","Policeman",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","National Committee to Combat Fascism","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Shotgun",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","October, 24, 1970","Left-Wing"
"26",197011010004,1970,"November",1,"",0,"",217,"United States",1,"North America","Pennsylvania","New Castle",41.001845,-80.34724,1,0,"Outside of Rainbow Gardens Bar","11/1/1970: African American Ronald Mitchell was killed in a drive-by shooting by suspected White Racists in New Castle, Pennsylvania, United States.  His death sparked violent race riots throughout the city.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Black person","Ronald Mitchell",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","Suspected motive was to intimidate the African American community of New Castle Pennsylvania.",0,NA,NA,0,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Drive-by shooting.",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This attack directly led to the outbreak of riots by the African American community of New Castle, Pennsylvania.","""Slaying Spurs Disorders,"" New York Times, November 2, 1970.","""Murder of Black Veteran Triggers New Castle Riot,"" New Pittsburg Courier, November 7, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","Hewitt Project",-9,-9,0,-9,"","1970","November, 1, 1970","Right-Wing"
"27",197011080001,1970,"November",8,"",0,"",217,"United States",1,"North America","Illinois","Cairo",37.005105,-89.176269,1,0,"","11/8/1970: Shortly after a lumber yard owned by Robert Cunningham, a former leader of a White vigilante group in Cairo, Illinois, United States, was set on fire, Wiley Anderson, an African American, was shot four times as he was walking in the Pyramid Court Housing Projects in Cairo.  Leaders of Cairo's African American community believed that Anderson was shot by White snipers firing indiscriminately into the predominantly Black housing projects.  Anderson died from his wounds two weeks later.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","African Americans","African Americans walking in the Pyramid Court Housing Project in Cairo Illinois",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","To kill African Americans",0,NA,NA,0,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This incident occurred a short time after the lumber yard of Cairo Illinois was set on fire (197011070002).  Wiley Anderson was a sergeant on leave from the army.  Members of the United Front, an organization directing an African American boycott of White owned business in Cairo, believed that the sniper fire was coming from two different directions.  The United Front also stated that Walter Garrett, who was walking with Wiley Anderson at the time, was also shot.  However, the police dispute this claim.  The FBI stated that there was no evidence that any federal statutes were violated and the police were unsure who shot Wiley Anderson.","""Cairo Plant Burns During Racial Clash,"" Washington Post, November 9, 1970.","""Panther Trial Judge Reverses Ruling, Allows Tapes,"" Washington Post, December 1, 1970.","""Cairo Disturbances,"" Reading Eagle, November 9, 1970.","Hewitt Project",-9,-9,0,-9,"","1970","November, 8, 1970","Right-Wing"
"28",197101130001,1971,"January",13,"",0,"",217,"United States",1,"North America","California","San Francisco",37.72761,-122.370261,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Hunters Point","Policeman",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Liberation Army","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pistol",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","January, 13, 1971","Left-Wing"
"29",197101240002,1971,"January",24,"",0,"",217,"United States",1,"North America","New York","New York City",40.78306,-73.971249,1,0,"Manhattan","1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States.  When the cop pulled over, the perpetrator began stabbing the officer with a knife.  The officer then shot and killed the assailant.  That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","New York Police Department","Indiscriminate New York policeman",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Black Liberation Army","","","","","","To kill police",0,NA,NA,0,1,0,1,3,"Call (pre-incident)",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",1,1,1,1,1,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The police officer recovered from his stab wounds.  Josh Smith, a man purporting to be from the Black Liberation Army, called New York Channel 7 after the incident claiming that ""no longer will the pig hatchet men plant their heels on our people.""  He stated that the next two people to be targeted would be the commissioner and deputy commissioner of the New York Police Department.","Robert Daley, ""Target Blue,"" Delacorte Press, 1973.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","","Hewitt Project",0,0,0,0,"","1970","January, 24, 1971","Left-Wing"
"30",197101290003,1971,"January",29,"",0,"",217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","","Federal Building",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Chicano Liberation Front","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",1,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,"","1970","January, 29, 1971","Ethno-nationalist"
